"word1"	"word2"	"word3"	"word4"	"word5"	"freq"
"45916"	"sacrifices"	"we"	"can"	"make"	"each"	1
"45917"	"sacrificing"	"the"	"look"	"you"	"want"	1
"45918"	"sad"	"but"	"we"	"appreciate"	"the"	1
"45919"	"sad"	"it"	"hurts"	"you"	"in"	1
"45920"	"sad"	"news"	"about"	"junior"	"seau"	1
"45921"	"sad"	"now"	"but"	"imma"	"keep"	1
"45922"	"sad"	"over"	"the"	"loss"	"of"	1
"45923"	"sad"	"pathetic"	"if"	"u"	"believe"	1
"45924"	"sad"	"post"	"and"	"that"	"is"	1
"45925"	"sadam"	"hussein"	"was"	"in"	"possession"	1
"45926"	"sadden"	"and"	"disgust"	"me"	"as"	1
"45927"	"sadie"	"lex"	"machine"	"dime"	"street"	1
"45928"	"sadly"	"im"	"not"	"that"	"brave"	1
"45929"	"sadly"	"more"	"of"	"these"	"missing"	1
"45930"	"sadly"	"out"	"of"	"reach"	"over"	1
"45931"	"sadly"	"today"	"is"	"our"	"last"	1
"45932"	"sadly"	"working"	"im"	"told"	"miss"	1
"45933"	"sadsack"	"heroes"	"a"	"lonely"	"woman"	1
"45934"	"safe"	"ill"	"be"	"waiting"	"at"	1
"45935"	"safe"	"my"	"daughter"	"if"	"you"	1
"45936"	"safe"	"to"	"say"	"from"	"the"	1
"45937"	"safe"	"travels"	"man"	"and"	"lets"	1
"45938"	"safehouse"	"bucas"	"to"	"name"	"a"	1
"45939"	"safely"	"i"	"wish"	"the"	"people"	1
"45940"	"safety"	"and"	"risk"	"management"	"advisory"	1
"45941"	"safety"	"but"	"an"	"overwhelming"	"urge"	1
"45942"	"safety"	"gis"	"for"	"the"	"local"	1
"45943"	"safety"	"lamp"	"most"	"of"	"the"	1
"45944"	"sagebrush"	"into"	"your"	"sleeping"	"bag"	1
"45945"	"sagebrush"	"wafts"	"through"	"the"	"air"	1
"45946"	"said"	"a"	"balkan"	"academy"	"is"	1
"45947"	"said"	"all"	"of"	"that"	"because"	1
"45948"	"said"	"and"	"noted"	"the"	"governor"	1
"45949"	"said"	"as"	"well"	"as"	"my"	1
"45950"	"said"	"bad"	"weather"	"at"	"i"	1
"45951"	"said"	"before"	"about"	"being"	"among"	1
"45952"	"said"	"but"	"they"	"are"	"spending"	1
"45953"	"said"	"courses"	"are"	"offered"	"only"	1
"45954"	"said"	"critics"	"could"	"make"	"the"	1
"45955"	"said"	"eat"	"whether"	"youre"	"hungry"	1
"45956"	"said"	"everything"	"is"	"fine"	"everything"	1
"45957"	"said"	"for"	"little"	"farm"	"towns"	1
"45958"	"said"	"for"	"raising"	"the"	"professionalism"	1
"45959"	"said"	"goodbye"	"to"	"my"	"dad"	1
"45960"	"said"	"goodbye"	"to"	"the"	"trout"	1
"45961"	"said"	"guilt"	"and"	"fear"	"are"	1
"45962"	"said"	"he"	"blamed"	"his"	"exwife"	1
"45963"	"said"	"he"	"didnt"	"feel"	"anything"	1
"45964"	"said"	"he"	"is"	"the"	"best"	1
"45965"	"said"	"he"	"made"	"a"	"good"	1
"45966"	"said"	"he"	"made"	"to"	"such"	1
"45967"	"said"	"he"	"suffered"	"an"	"episode"	1
"45968"	"said"	"he"	"supported"	"the"	"gurkhas"	1
"45969"	"said"	"he"	"was"	"unable"	"to"	1
"45970"	"said"	"hendricks"	"in"	"a"	"prepared"	1
"45971"	"said"	"i"	"wasnt"	"doing"	"giftmas"	1
"45972"	"said"	"i"	"wasnt"	"they"	"were"	1
"45973"	"said"	"ill"	"probably"	"still"	"be"	1
"45974"	"said"	"is"	"singular"	"for"	"tweeting"	1
"45975"	"said"	"it"	"best"	"man"	"what"	1
"45976"	"said"	"it"	"go"	"ask"	"him"	1
"45977"	"said"	"it"	"looked"	"fine"	"but"	1
"45978"	"said"	"jacob"	"my"	"jacob"	"at"	1
"45979"	"said"	"jeffrey"	"johnson"	"newbridges"	"executive"	1
"45980"	"said"	"johan"	"in"	"a"	"dignified"	1
"45981"	"said"	"last"	"month"	"that"	"fewer"	1
"45982"	"said"	"luke"	"needed"	"to"	"be"	1
"45983"	"said"	"make"	"you"	"frown"	"lmao"	1
"45984"	"said"	"mother"	"of"	"one"	"cardinal"	1
"45985"	"said"	"my"	"best"	"part"	"of"	1
"45986"	"said"	"of"	"a"	"lot"	"of"	1
"45987"	"said"	"our"	"relationship"	"was"	"a"	1
"45988"	"said"	"she"	"dont"	"got"	"money"	1
"45989"	"said"	"she"	"will"	"drop"	"you"	1
"45990"	"said"	"so"	"off"	"i"	"went"	1
"45991"	"said"	"story"	"heres"	"a"	"little"	1
"45992"	"said"	"tammy"	"hussin"	"a"	"carlsbad"	1
"45993"	"said"	"that"	"he"	"wanted"	"peyton"	1
"45994"	"said"	"that"	"its"	"okay"	"if"	1
"45995"	"said"	"that"	"the"	"ethics"	"committee"	1
"45996"	"said"	"that"	"when"	"it"	"comes"	1
"45997"	"said"	"the"	"below"	"prayer"	"of"	1
"45998"	"said"	"the"	"blame"	"falls"	"on"	1
"45999"	"said"	"the"	"comments"	"i"	"made"	1
"46000"	"said"	"the"	"regimen"	"of"	"living"	1
"46001"	"said"	"then"	"a"	"skeleton"	"crew"	1
"46002"	"said"	"this"	"gift"	"is"	"backfiring"	1
"46003"	"said"	"this"	"its"	"been"	"so"	1
"46004"	"said"	"those"	"without"	"power"	"in"	1
"46005"	"said"	"u"	"were"	"spical"	"i"	1
"46006"	"said"	"walking"	"back"	"to"	"the"	1
"46007"	"said"	"warren"	"spector"	"head"	"of"	1
"46008"	"said"	"we"	"bring"	"an"	"aggressive"	1
"46009"	"said"	"were"	"some"	"of"	"quayles"	1
"46010"	"said"	"weve"	"got"	"a"	"lot"	1
"46011"	"said"	"work"	"isnt"	"worth"	"it"	1
"46012"	"said"	"yes"	"then"	"he"	"said"	1
"46013"	"said"	"yes"	"to"	"the"	"issue"	1
"46014"	"said"	"yesterday"	"i"	"got"	"my"	1
"46015"	"said"	"youre"	"so"	"kind"	"i"	1
"46016"	"sailed"	"a"	"small"	"wooden"	"craft"	1
"46017"	"sailor"	"grandfather"	"and"	"i"	"find"	1
"46018"	"saint"	"this"	"may"	"shock"	"some"	1
"46019"	"sake"	"i"	"am"	"not"	"trying"	1
"46020"	"sake"	"i"	"went"	"to"	"youtube"	1
"46021"	"sake"	"of"	"cannabis"	"i"	"could"	1
"46022"	"sake"	"sing"	"in"	"the"	"shower"	1
"46023"	"sakura"	"can"	"i"	"get"	"by"	1
"46024"	"salacious"	"scenarios"	"like"	"her"	"washroom"	1
"46025"	"salad"	"grilled"	"salmon"	"over"	"mixed"	1
"46026"	"salad"	"thats"	"what"	"we"	"call"	1
"46027"	"salad"	"today"	"from"	"publix"	"all"	1
"46028"	"salads"	"i"	"hope"	"that"	"you"	1
"46029"	"saldana"	"sigourney"	"weaver"	"couldve"	"been"	1
"46030"	"sale"	"goodness"	"i"	"used"	"to"	1
"46031"	"sale"	"of"	"one"	"of"	"the"	1
"46032"	"saleem"	"today"	"to"	"the"	"entrance"	1
"46033"	"sales"	"agent"	"before"	"would"	"love"	1
"46034"	"sales"	"go"	"to"	"jp"	"haitian"	1
"46035"	"sales"	"i"	"will"	"never"	"be"	1
"46036"	"sales"	"markets"	"group"	"about"	"initiatives"	1
"46037"	"sales"	"therefore"	"the"	"entire"	"nations"	1
"46038"	"sales"	"to"	"survive"	"the"	"village"	1
"46039"	"salmon"	"over"	"mixed"	"greens"	"with"	1
"46040"	"salmon"	"salad"	"grilled"	"salmon"	"over"	1
"46041"	"salon"	"canning"	"sylvia"	"often"	"finds"	1
"46042"	"salon"	"down"	"the"	"block"	"only"	1
"46043"	"salsacabana"	"tune"	"about"	"doctor"	"sanjay"	1
"46044"	"salt"	"pork"	"which"	"was"	"a"	1
"46045"	"salty"	"bites"	"of"	"the"	"fish"	1
"46046"	"salvation"	"army"	"central"	"oklahoma"	"area"	1
"46047"	"sam"	"and"	"ronnie"	"lol"	"and"	1
"46048"	"sam"	"at"	"ten"	"still"	"innocent"	1
"46049"	"sam"	"fuss"	"from"	"true"	"south"	1
"46050"	"sam"	"is"	"amazing"	"im"	"enjoying"	1
"46051"	"sam"	"spade"	"it"	"was"	"the"	1
"46052"	"samaritans"	"had"	"believed"	"in"	"jesus"	1
"46053"	"same"	"access"	"to"	"tutorial"	"services"	1
"46054"	"same"	"as"	"the"	"klan"	"with"	1
"46055"	"same"	"as"	"they"	"always"	"have"	1
"46056"	"same"	"can"	"be"	"said"	"of"	1
"46057"	"same"	"concept"	"could"	"be"	"applied"	1
"46058"	"same"	"damn"	"find"	"something"	"different"	1
"46059"	"same"	"day"	"at"	"the"	"same"	1
"46060"	"same"	"day"	"if"	"you"	"have"	1
"46061"	"same"	"girl"	"he"	"remembers"	"nina"	1
"46062"	"same"	"here"	"kris"	"cant"	"wait"	1
"46063"	"same"	"hukum"	"which"	"comes"	"from"	1
"46064"	"same"	"in"	"other"	"big"	"cities"	1
"46065"	"same"	"marriage"	"is"	"fine"	"i"	1
"46066"	"same"	"method"	"i"	"used"	"originally"	1
"46067"	"same"	"nothing"	"really"	"and"	"my"	1
"46068"	"same"	"person"	"i"	"used"	"to"	1
"46069"	"same"	"position"	"for"	"years"	"and"	1
"46070"	"same"	"post"	"i"	"also"	"briefly"	1
"46071"	"same"	"reason"	"robbers"	"want"	"fewer"	1
"46072"	"same"	"sim"	"card"	"in"	"it"	1
"46073"	"same"	"sink"	"in"	"my"	"old"	1
"46074"	"same"	"source"	"has"	"become"	"difficult"	1
"46075"	"same"	"standard"	"is"	"a"	"key"	1
"46076"	"same"	"symbolism"	"just"	"from"	"different"	1
"46077"	"same"	"they"	"would"	"still"	"be"	1
"46078"	"same"	"thing"	"about"	"full"	"body"	1
"46079"	"same"	"thing"	"hopefully"	"well"	"have"	1
"46080"	"same"	"though"	"there"	"is"	"a"	1
"46081"	"same"	"time"	"a"	"newspaper"	"article"	1
"46082"	"same"	"way"	"that"	"jd"	"alexander"	1
"46083"	"same"	"who"	"cares"	"that"	"im"	1
"46084"	"same"	"with"	"a"	"few"	"differences"	1
"46085"	"sample"	"cupcakes"	"that"	"we"	"were"	1
"46086"	"sample"	"drugs"	"after"	"his"	"psychiatrist"	1
"46087"	"sample"	"i"	"will"	"try"	"to"	1
"46088"	"sample"	"of"	"women"	"of"	"childbearing"	1
"46089"	"sample"	"question"	"on"	"a"	"test"	1
"46090"	"samples"	"on"	"the"	"right"	"are"	1
"46091"	"sampling"	"in"	"the"	"beer"	"department"	1
"46092"	"san"	"antonio"	"a"	"beautiful"	"day"	1
"46093"	"san"	"antonio"	"says"	"hartford"	"police"	1
"46094"	"san"	"antonio"	"usually"	"we"	"go"	1
"46095"	"san"	"diego"	"and"	"paris"	"in"	1
"46096"	"san"	"diego"	"are"	"with"	"you"	1
"46097"	"san"	"diego"	"county"	"he"	"admitted"	1
"46098"	"san"	"diego"	"peeps"	"the"	"dinah"	1
"46099"	"san"	"francisco"	"ca"	"their"	"hours"	1
"46100"	"san"	"francisco"	"i"	"was"	"aware"	1
"46101"	"san"	"francisco"	"temporarily"	"modeling"	"an"	1
"46102"	"san"	"francisco"	"was"	"a"	"haunt"	1
"46103"	"sanchez"	"throws"	"pick"	"not"	"good"	1
"46104"	"sanctioned"	"viewing"	"party"	"this"	"fri"	1
"46105"	"sanctity"	"of"	"nature"	"song"	"that"	1
"46106"	"sand"	"and"	"makes"	"up"	"approximately"	1
"46107"	"sandals"	"and"	"many"	"times"	"too"	1
"46108"	"sandalwood"	"tonka"	"and"	"musk"	"my"	1
"46109"	"sandwich"	"likes"	"having"	"a"	"friend"	1
"46110"	"sandwich"	"to"	"quote"	"sam"	"spade"	1
"46111"	"sandwiches"	"and"	"some"	"very"	"tart"	1
"46112"	"sandwiches"	"are"	"buy"	"get"	"free"	1
"46113"	"sang"	"it"	"at"	"our"	"recent"	1
"46114"	"sanjay"	"gupta"	"the"	"brain"	"surgeon"	1
"46115"	"santa"	"rosa"	"colony"	"does"	"not"	1
"46116"	"santonio"	"can"	"you"	"see"	"this"	1
"46117"	"sara"	"came"	"over"	"to"	"talk"	1
"46118"	"sara"	"myself"	"natural"	"is"	"the"	1
"46119"	"sarcastic"	"remarks"	"observations"	"and"	"queries"	1
"46120"	"sarcastic"	"way"	"that"	"comic"	"don"	1
"46121"	"sardonic"	"grin"	"and"	"a"	"tendency"	1
"46122"	"sarry"	"to"	"be"	"legit"	"haha"	1
"46123"	"sasirekha"	"sri"	"krishnas"	"sweet"	"niece"	1
"46124"	"sasirekha"	"takes"	"place"	"while"	"the"	1
"46125"	"sassy"	"reckless"	"paranoid"	"kick"	"crazy"	1
"46126"	"sat"	"alone"	"ahhhhh"	"ill"	"be"	1
"46127"	"sat"	"at"	"chain"	"of"	"lakes"	1
"46128"	"sat"	"night"	"might"	"be"	"best"	1
"46129"	"sat"	"on"	"the"	"beach"	"at"	1
"46130"	"sat"	"patiently"	"realising"	"what"	"had"	1
"46131"	"satb"	"stop"	"by"	"and"	"see"	1
"46132"	"sated"	"my"	"liver"	"is"	"annoyed"	1
"46133"	"satisfy"	"the"	"thirst"	"for"	"knowledge"	1
"46134"	"satisfying"	"conclusion"	"to"	"the"	"who"	1
"46135"	"saturday"	"at"	"pm"	"st"	"annual"	1
"46136"	"saturday"	"back"	"when"	"i"	"lived"	1
"46137"	"saturday"	"because"	"my"	"college"	"baby"	1
"46138"	"saturday"	"everybody"	"its"	"a"	"great"	1
"46139"	"saturday"	"i"	"was"	"getting"	"ready"	1
"46140"	"saturday"	"is"	"a"	"day"	"game"	1
"46141"	"saturday"	"march"	"th"	"am"	"vfw"	1
"46142"	"saturday"	"night"	"and"	"thrill"	"us"	1
"46143"	"saturday"	"nite"	"doesnt"	"mean"	"i"	1
"46144"	"saturday"	"noonpm"	"for"	"other"	"information"	1
"46145"	"saturday"	"now"	"thats"	"what"	"i"	1
"46146"	"saturday"	"saw"	"the"	"headlong"	"dive"	1
"46147"	"saturday"	"showing"	"which"	"i"	"insisted"	1
"46148"	"saturday"	"sing"	"a"	"song"	"for"	1
"46149"	"saturday"	"sister"	"corra"	"and"	"i"	1
"46150"	"saturday"	"was"	"fairly"	"quiet"	"but"	1
"46151"	"sauce"	"all"	"the"	"ingredients"	"for"	1
"46152"	"sauce"	"and"	"honeyed"	"water"	"to"	1
"46153"	"sauce"	"i"	"refrigerated"	"mine"	"overnight"	1
"46154"	"sauce"	"is"	"coming"	"to"	"st"	1
"46155"	"saucepan"	"filled"	"with"	"simmering"	"water"	1
"46156"	"saucers"	"good"	"lord"	"those"	"things"	1
"46157"	"saunders"	"should"	"not"	"be"	"with"	1
"46158"	"sausage"	"mashed"	"turnips"	"yum"	"my"	1
"46159"	"sausage"	"sausage"	"mashed"	"turnips"	"yum"	1
"46160"	"sausages"	"then"	"pulling"	"them"	"back"	1
"46161"	"save"	"any"	"scenery"	"for"	"breakfast"	1
"46162"	"save"	"money"	"involve"	"you"	"spending"	1
"46163"	"save"	"oil"	"and"	"electricity"	"and"	1
"46164"	"save"	"that"	"walk"	"for"	"a"	1
"46165"	"save"	"the"	"state"	"money"	"eek"	1
"46166"	"saved"	"a"	"few"	"stories"	"but"	1
"46167"	"saved"	"my"	"iphones"	"from"	"a"	1
"46168"	"saving"	"in"	"my"	"very"	"crowded"	1
"46169"	"saving"	"the"	"earth"	"one"	"fork"	1
"46170"	"savings"	"account"	"is"	"for"	"fing"	1
"46171"	"savings"	"they"	"can"	"receive"	"without"	1
"46172"	"savior"	"holding"	"up"	"pierced"	"hands"	1
"46173"	"savory"	"and"	"full"	"of"	"flavor"	1
"46174"	"savoury"	"snacks"	"were"	"especially"	"invented"	1
"46175"	"saw"	"a"	"puppy"	"stuck"	"in"	1
"46176"	"saw"	"a"	"sign"	"that"	"read"	1
"46177"	"saw"	"and"	"was"	"inspired"	"by"	1
"46178"	"saw"	"dark"	"shadows"	"it"	"started"	1
"46179"	"saw"	"him"	"make"	"on"	"his"	1
"46180"	"saw"	"his"	"chance"	"darted"	"between"	1
"46181"	"saw"	"his"	"name"	"id"	"already"	1
"46182"	"saw"	"in"	"american"	"history"	"last"	1
"46183"	"saw"	"it"	"and"	"i"	"literally"	1
"46184"	"saw"	"kathleens"	"butterfinger"	"blizzard"	"sometime"	1
"46185"	"saw"	"many"	"cute"	"dogs"	"in"	1
"46186"	"saw"	"my"	"man"	"on"	"tv"	1
"46187"	"saw"	"outside"	"playing"	"ball"	"with"	1
"46188"	"saw"	"pat"	"kane"	"at"	"the"	1
"46189"	"saw"	"scags"	"at"	"on"	"shelf"	1
"46190"	"saw"	"six"	"knots"	"of"	"fish"	1
"46191"	"saw"	"something"	"in"	"the"	"bard"	1
"46192"	"saw"	"that"	"were"	"sharing"	"the"	1
"46193"	"saw"	"the"	"coolest"	"shooting"	"star"	1
"46194"	"saw"	"the"	"first"	"runners"	"go"	1
"46195"	"saw"	"the"	"headlong"	"dive"	"back"	1
"46196"	"saw"	"this"	"picture"	"before"	"nice"	1
"46197"	"saw"	"tweet"	"cnn"	"might"	"cover"	1
"46198"	"saw"	"you"	"in"	"the"	"twitter"	1
"46199"	"saw"	"your"	"tongue"	"tied"	"tweet"	1
"46200"	"sawyer"	"drinks"	"in"	"his"	"little"	1
"46201"	"sawyer"	"to"	"end"	"their"	"feud"	1
"46202"	"say"	"a"	"curved"	"beak"	"that"	1
"46203"	"say"	"about"	"the"	"rules"	"to"	1
"46204"	"say"	"about"	"them"	"to"	"others"	1
"46205"	"say"	"again"	"with"	"emphasis"	"yellow"	1
"46206"	"say"	"all"	"fans"	"attending"	"sundays"	1
"46207"	"say"	"all"	"the"	"while"	"relishing"	1
"46208"	"say"	"and"	"this"	"is"	"directed"	1
"46209"	"say"	"around"	"here"	"laissez"	"les"	1
"46210"	"say"	"banks"	"should"	"be"	"able"	1
"46211"	"say"	"believe"	"me"	"woman"	"a"	1
"46212"	"say"	"but"	"i"	"just"	"cant"	1
"46213"	"say"	"dreamand"	"put"	"your"	"all"	1
"46214"	"say"	"from"	"the"	"columns"	"that"	1
"46215"	"say"	"funny"	"things"	"i"	"make"	1
"46216"	"say"	"goaloriented"	"something"	"that"	"is"	1
"46217"	"say"	"id"	"never"	"pay"	"the"	1
"46218"	"say"	"im"	"a"	"addict"	"got"	1
"46219"	"say"	"it"	"again"	"im"	"gonna"	1
"46220"	"say"	"it"	"but"	"rodenbachstyle"	"red"	1
"46221"	"say"	"mad"	"men"	"again"	"say"	1
"46222"	"say"	"momma"	"has"	"a"	"big"	1
"46223"	"say"	"not"	"performance"	"art"	"but"	1
"46224"	"say"	"out"	"loud"	"well"	"i"	1
"46225"	"say"	"read"	"or"	"help"	"clean"	1
"46226"	"say"	"she"	"is"	"punk"	"but"	1
"46227"	"say"	"so"	"myself"	"i"	"hope"	1
"46228"	"say"	"someone"	"has"	"a"	"vehicle"	1
"46229"	"say"	"thank"	"you"	"been"	"following"	1
"46230"	"say"	"that"	"bc"	"im"	"not"	1
"46231"	"say"	"that"	"he"	"was"	"prescribed"	1
"46232"	"say"	"that"	"he"	"would"	"not"	1
"46233"	"say"	"that"	"i"	"have"	"i"	1
"46234"	"say"	"that"	"i"	"look"	"forward"	1
"46235"	"say"	"that"	"i"	"was"	"expecting"	1
"46236"	"say"	"that"	"im"	"going"	"to"	1
"46237"	"say"	"that"	"my"	"son"	"a"	1
"46238"	"say"	"that"	"nytimes"	"slideshow"	"on"	1
"46239"	"say"	"that"	"the"	"pacers"	"would"	1
"46240"	"say"	"that"	"this"	"is"	"quite"	1
"46241"	"say"	"that"	"your"	"current"	"app"	1
"46242"	"say"	"the"	"megapixel"	"shooter"	"is"	1
"46243"	"say"	"the"	"nh"	"restaurant"	"would"	1
"46244"	"say"	"the"	"nomination"	"is"	"the"	1
"46245"	"say"	"the"	"style"	"really"	"still"	1
"46246"	"say"	"their"	"news"	"orgs"	"produce"	1
"46247"	"say"	"these"	"things"	"and"	"so"	1
"46248"	"say"	"they"	"support"	"their"	"nominee"	1
"46249"	"say"	"this"	"prayer"	"honestly"	"and"	1
"46250"	"say"	"tht"	"cuz"	"if"	"u"	1
"46251"	"say"	"to"	"fill"	"up"	"space"	1
"46252"	"say"	"what"	"you"	"want"	"to"	1
"46253"	"say"	"while"	"rolling"	"his"	"eyes"	1
"46254"	"say"	"you"	"fill"	"up"	"those"	1
"46255"	"say"	"you"	"wont"	"come"	"back"	1
"46256"	"say"	"yr"	"sorry"	"for"	"watching"	1
"46257"	"sayid"	"thinking"	"they"	"knew"	"there"	1
"46258"	"saying"	"help"	"when"	"he"	"barks"	1
"46259"	"saying"	"my"	"diaspora"	"invite"	"was"	1
"46260"	"saying"	"right"	"now"	"sargon"	"kutcher"	1
"46261"	"saying"	"that"	"i"	"was"	"scrawny"	1
"46262"	"saying"	"that"	"my"	"life"	"goal"	1
"46263"	"saying"	"that"	"theres"	"no"	"new"	1
"46264"	"saying"	"the"	"mexican"	"border"	"is"	1
"46265"	"saying"	"the"	"same"	"thing"	"about"	1
"46266"	"saying"	"the"	"sound"	"becomes"	"partly"	1
"46267"	"saying"	"there"	"is"	"no"	"bad"	1
"46268"	"saying"	"this"	"i"	"just"	"obliterated"	1
"46269"	"saying"	"to"	"pin"	"to"	"your"	1
"46270"	"saying"	"you"	"win"	"and"	"you"	1
"46271"	"sayings"	"or"	"advice"	"i"	"stumble"	1
"46272"	"says"	"believe"	"i"	"see"	"what"	1
"46273"	"says"	"china"	"is"	"not"	"as"	1
"46274"	"says"	"conlin"	"its"	"one"	"of"	1
"46275"	"says"	"dr"	"thornton"	"that"	"why"	1
"46276"	"says"	"hartford"	"police"	"were"	"apologetic"	1
"46277"	"says"	"he"	"cant"	"do"	"it"	1
"46278"	"says"	"he"	"didnt"	"pass"	"onm"	1
"46279"	"says"	"he"	"is"	"helaer"	"its"	1
"46280"	"says"	"he"	"knows"	"nothing"	"about"	1
"46281"	"says"	"he"	"sometimes"	"heals"	"it"	1
"46282"	"says"	"hea"	"got"	"a"	"chunti"	1
"46283"	"says"	"it"	"could"	"be"	"of"	1
"46284"	"says"	"it"	"has"	"shipped"	"more"	1
"46285"	"says"	"look"	"like"	"toys"	"mum"	1
"46286"	"says"	"mayor"	"hutton"	"especially"	"people"	1
"46287"	"says"	"thank"	"you"	"dont"	"look"	1
"46288"	"says"	"that"	"great"	"leaders"	"share"	1
"46289"	"says"	"the"	"crispy"	"quinoa"	"adds"	1
"46290"	"says"	"theyre"	"going"	"to"	"need"	1
"46291"	"says"	"tom"	"pellizzetti"	"of"	"arrowhead"	1
"46292"	"says"	"we"	"aint"	"here"	"for"	1
"46293"	"says"	"with"	"loaded"	"gun"	"sweaty"	1
"46294"	"says"	"woman"	"who"	"in"	"one"	1
"46295"	"sb"	"two"	"years"	"ago"	"discusses"	1
"46296"	"sc"	"also"	"kept"	"picking"	"out"	1
"46297"	"sc"	"tn"	"ky"	"wonder"	"if"	1
"46298"	"sc"	"to"	"philadelphia"	"pa"	"along"	1
"46299"	"scags"	"at"	"on"	"shelf"	"mcnally"	1
"46300"	"scale"	"blownup"	"photos"	"of"	"the"	1
"46301"	"scalia"	"asks"	"if"	"a"	"state"	1
"46302"	"scandal"	"involving"	"an"	"illegal"	"video"	1
"46303"	"scanning"	"in"	"columbia"	"over"	"pages"	1
"46304"	"scant"	"mile"	"or"	"so"	"away"	1
"46305"	"scarcer"	"and"	"more"	"novel"	"hues"	1
"46306"	"scared"	"to"	"let"	"me"	"drive"	1
"46307"	"scares"	"you"	"what"	"you"	"think"	1
"46308"	"scarface"	"or"	"new"	"jack"	"city"	1
"46309"	"scariest"	"place"	"youve"	"been"	"and"	1
"46310"	"scarnecchia"	"recorded"	"a"	"portion"	"of"	1
"46311"	"scarpetta"	"a"	"percent"	"tocai"	"friulano"	1
"46312"	"scary"	"so"	"much"	"earlier"	"in"	1
"46313"	"scary"	"texan"	"gal"	"with"	"a"	1
"46314"	"scathing"	"indictment"	"of"	"the"	"exploitation"	1
"46315"	"scattered"	"into"	"a"	"detector"	"it"	1
"46316"	"scattered"	"pages"	"and"	"handed"	"them"	1
"46317"	"scattering"	"experiments"	"electrons"	"from"	"the"	1
"46318"	"scenarios"	"are"	"as"	"abstract"	"as"	1
"46319"	"scenarios"	"like"	"her"	"washroom"	"encounter"	1
"46320"	"scene"	"echoes"	"apparently"	"i"	"tend"	1
"46321"	"scene"	"in"	"my"	"new"	"short"	1
"46322"	"scene"	"they"	"try"	"to"	"tell"	1
"46323"	"scene"	"to"	"the"	"next"	"seamlessly"	1
"46324"	"scenery"	"for"	"breakfast"	"forget"	"it"	1
"46325"	"scent"	"of"	"sagebrush"	"wafts"	"through"	1
"46326"	"scented"	"breezes"	"the"	"fresh"	"air"	1
"46327"	"scentwise"	"and"	"flavorwise"	"i"	"have"	1
"46328"	"scharmyn"	"park"	"sun"	"may"	"p"	1
"46329"	"sche"	"is"	"an"	"easy"	"target"	1
"46330"	"schedule"	"and"	"i"	"work"	"on"	1
"46331"	"schedule"	"and"	"rules"	"then"	"we"	1
"46332"	"schedule"	"i"	"think"	"ive"	"now"	1
"46333"	"schedule"	"im"	"off"	"to"	"bed"	1
"46334"	"schedule"	"with"	"events"	"that"	"will"	1
"46335"	"scheduled"	"monthly"	"meetings"	"but"	"no"	1
"46336"	"scheme"	"has"	"yet"	"been"	"made"	1
"46337"	"schillers"	"sometime"	"you"	"me"	"and"	1
"46338"	"school"	"after"	"he"	"called"	"the"	1
"46339"	"school"	"after"	"that"	"will"	"be"	1
"46340"	"school"	"all"	"celebrate"	"their"	"proms"	1
"46341"	"school"	"all"	"the"	"time"	"it"	1
"46342"	"school"	"and"	"learn"	"how"	"to"	1
"46343"	"school"	"and"	"pennsville"	"high"	"school"	1
"46344"	"school"	"and"	"we"	"started"	"crying"	1
"46345"	"school"	"are"	"a"	"year"	"away"	1
"46346"	"school"	"assemblies"	"so"	"i"	"tend"	1
"46347"	"school"	"bacon"	"and"	"eggs"	"or"	1
"46348"	"school"	"because"	"she"	"is"	"choosing"	1
"46349"	"school"	"boy"	"will"	"know"	"that"	1
"46350"	"school"	"buses"	"laughing"	"kids"	"and"	1
"46351"	"school"	"carnivals"	"as"	"was"	"expected"	1
"46352"	"school"	"community"	"and"	"its"	"various"	1
"46353"	"school"	"dance"	"have"	"a"	"great"	1
"46354"	"school"	"days"	"we"	"can"	"do"	1
"46355"	"school"	"diploma"	"last"	"autumn"	"but"	1
"46356"	"school"	"feeling"	"good"	"feeling"	"great"	1
"46357"	"school"	"for"	"my"	"brain"	"issues"	1
"46358"	"school"	"for"	"the"	"week"	"off"	1
"46359"	"school"	"friends"	"miss"	"me"	"ahaa"	1
"46360"	"school"	"gateway"	"regional"	"high"	"school"	1
"46361"	"school"	"gunna"	"take"	"a"	"huge"	1
"46362"	"school"	"helps"	"to"	"heal"	"the"	1
"46363"	"school"	"house"	"rock"	"played"	"timez"	1
"46364"	"school"	"if"	"they"	"did"	"it"	1
"46365"	"school"	"in"	"s"	"sec"	"rt"	1
"46366"	"school"	"last"	"week"	"it"	"is"	1
"46367"	"school"	"of"	"fish"	"and"	"a"	1
"46368"	"school"	"paulsboro"	"high"	"school"	"and"	1
"46369"	"school"	"player"	"and"	"looking"	"for"	1
"46370"	"school"	"routine"	"you"	"will"	"find"	1
"46371"	"school"	"so"	"itll"	"be"	"a"	1
"46372"	"school"	"teachers"	"but"	"to"	"undercut"	1
"46373"	"school"	"totally"	"hate"	"me"	"im"	1
"46374"	"school"	"used"	"by"	"pupils"	"who"	1
"46375"	"school"	"varsity"	"cheer"	"car"	"wash"	1
"46376"	"school"	"well"	"do"	"a"	"family"	1
"46377"	"school"	"where"	"youve"	"just"	"been"	1
"46378"	"school"	"which"	"generates"	"licensed"	"graduate"	1
